asset.collection.name,winner_account.address
10 Most Influential in Blockchain 2018 presented by CoinDesk,"['0xa00e47c8fbe274ab3c24b08081d661c8536bc80c', '0xf22f00d0b95b1b728078066e5f4410f6b2be8fae', '0xf22f00d0b95b1b728078066e5f4410f6b2be8fae', '0xf22f00d0b95b1b728078066e5f4410f6b2be8fae', '0xf22f00d0b95b1b728078066e5f4410f6b2be8fae', '0xa00e47c8fbe274ab3c24b08081d661c8536bc80c', '0xa00e47c8fbe274ab3c24b08081d661c8536bc80c', '0xa00e47c8fbe274ab3c24b08081d661c8536bc80c', '0x55611b747af18e27ba99c251377912fcd96ea656', '0xa00e47c8fbe274ab3c24b08081d661c8536bc80c', '0xa00e47c8fbe274ab3c24b08081d661c8536bc80c', '0xa00e47c8fbe274ab3c24b08081d661c8536bc80c', '0xa00e47c8fbe274ab3c24b08081d661c8536bc80c', '0x7efac8a02650396cdc162a8d989fa2edd87b2a13', '0x7efac8a02650396cdc162a8d989fa2edd87b2a13', '0xf3c2f29bd3199c33d26cbc31d440f66d2065c4b3']"
